Database_ID,Database_Name,Associated_Subjects,Original_Description_HTML,Rewritten_Description_A_HTML,Rewritten_Description_B_HTML,Database_URL,
7231052,eHRAF World Cultures,Asian American Studies;Chicana & Chicano Studies;Latin American Studies;Linguistics;TESOL;Anthropology;Cultural Anthropology,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; width=&quot;17&quot; height=&quot;15&quot;&gt;Covers cultural anthropology and includes full-text materials on over 150 cultural, ethnic, religious, and national groups around the world. The database is specifically designed for cross-cultural research. Can search keyword and subjects to locate full-text books, articles, dissertations and field reports down to the level of the paragraph.&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,http://ehrafworldcultures.yale.edu/,
7231053,Emerald Insight,Instructional Design and Technology;Library and Information Science,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; Full-text articles from over 200 journals in management, applied science and technology, engineering, and library and information science. Full-text of articles from 1994-present, with abstracts only for earlier years.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.emerald.com/insight,
7231056,ERIC,Kinesiology;Child & Adolescent Studies;Counseling;English and Comparative Literature;Asian American Studies;Chicana & Chicano Studies;Communication Sciences and Disorders;Education;Human Communication;Human Services;Latin American Studies;Linguistics;Instructional Design and Technology;Social Work;Sociology;TESOL,"Abstracts (and in some cases, full-text) articles, reports, book reviews and government documents covering all aspects of education from 1966 to the present", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://research.ebsco.com/c/p7moej/search/advanced/filters?db=eric,
7231057,Ethnic NewsWatch,Child & Adolescent Studies;Counseling;English and Comparative Literature;American Studies;Asian American Studies;Chicana & Chicano Studies;History;Human Services;Latin American Studies;Liberal Studies;Social Work;Sociology;Anthropology;Modern Languages & Literatures;Cultural Anthropology;Communications--Journalism;Native American Studies,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; title=&quot;Covered in OneSearch&quot;&gt; A full-text collection of newspapers, magazines, and journals from underrepresented and independent presses. This database includes publications that highlight diverse cultural perspectives, social issues, and community voices. Content is available in both English and Spanish and features a timeline of key historical events.&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,http://search.proquest.com/ethnicnewswatch/advanced?accountid=9840,
7231058,Ethnographic Video Online,Asian American Studies;Chicana & Chicano Studies;Latin American Studies;Linguistics;Anthropology;Cultural Anthropology;Linguistic Anthropology,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt;This collection of streaming video provides access to hundreds of classic and contemporary documentaries useful in the study of anthropology, ethnography and social psychology. The videos are global in scope, with footage from every continent and material relevant to hundreds of cultures. In addition to published content, Ethnographic Video online includes unpublished footage from archives or the personal collections of anthropologists and others.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://search.alexanderstreet.com/anth,
7231062,FASB-Financial Accounting Standards Board,Accounting and Tax,"Accounting guidelines, regulations and interpretations from the Financial Accounting Standards Board. Full set of Pronouncements and other relevant material for accountants and accounting students. Includes Comment Letters, Exposure Drafts, FASB Staff Positions, EITF, FASB Statements and Interpretations.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://asc.fasb.org/,
7231063,Fergusons Career Guidance Center,Asian American Studies;General Research,"Need to find comprehensive descriptions of careers including salaries, employment and advancement prospects, education and training, experience and skills needed? Try this database! Also provides tips on interviewing and information on creating effective resumes and cover letters, internships, grants and scholarships, as well resources by industry. CSUF Career Center provides access to this database.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,http://online.infobaselearning.com/Direct.aspx?aid=281296&pid=WE34,
7231064,Gale Directory Library,Accounting and Tax;Business;Management;Marketing;Finance;International Business,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; Online access to Market Share Reporter, Business Rankings Annual, Brands and Their Companies, Directory of Publications and Broadcast Media, American Wholesalers and Distributors Directory, and Encyclopedia of Business Information Sources.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://link.gale.com/apps/GDL?u=csuf_main,
7231065,Gale eBooks,English and Comparative Literature;Asian American Studies;Chicana & Chicano Studies;Criminal Justice;Education;Human Communication;Latin American Studies;Instructional Design and Technology;Cinema and Television Arts;TESOL;Anthropology;General Research;Archaeological Anthropology;Cultural Anthropology;Communications--Advertising;Communications--Entertainment Studies;Communications--Journalism;Communications--Public Relations,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; Database of encyclopedias and specialized reference sources for multidisciplinary research. Provides searchable full-text e-book versions of over 3,500 reference works, including multi-volume encyclopedias, biographical collections, business plan handbooks, company history compilations, consumer health references, and specialized handbooks, dictionaries, encyclopedias, etc. in a wide range of subject areas.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://link.gale.com/apps/GVRL?u=csuf_main,
7231066,Literary Index,English and Comparative Literature;Asian American Studies,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt;  Available via Gale. Master index to Gale Group literary series including Contemporary Authors, Contemporary Literary Criticism, and Dictionary of Literary Biography. Titles may be searched together or separately. Authors' names include variants and pseudonyms.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://link.gale.com/apps/LITN?u=csuf_main,
7231068,Garland Encyclopedia of World Music Online,Chicana & Chicano Studies;Latin American Studies;Music;Anthropology;Modern Languages & Literatures;Cultural Anthropology,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; Now part of MUSIC ONLINE. Music research of all the world's peoples with regional overviews explaining musical heritage, traditions, themes and a description of specific musical genres, practices, and performances. Also contains illustrations and sound recordings.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,http://glnd.alexanderstreet.com/,
7231069,GenderWatch,Child & Adolescent Studies;Counseling;English and Comparative Literature;American Studies;Asian American Studies;Chicana & Chicano Studies;History;Human Communication;Human Services;Latin American Studies;Social Work;Sociology;TESOL;Gender and Sexuality Studies;Anthropology;Queer Studies;Cultural Anthropology;Communications--Journalism,"&lt;p&gt;&lt;img src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; alt=&quot;Covered in OneSearch&quot; title=&quot;Covered in OneSearch&quot;&gt; Need to find full text newspaper, magazine, reports, and journal articles relating to the impact of gender across a broad spectrum of subject areas including business, education, arts, literature, health sciences, political science, sociology and much more? Try GenderWatch!&lt;/p&gt;", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://search.proquest.com/genderwatch/advanced?accountid=9840,
7231070,General Science Full Text,Chemistry & Biochemistry;Environmental Studies;Geography and the Environment;Geological Sciences;Anthropology;Evolutionary Anthropology,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; Designed for students and non-specialists, General Science Full Text provides full-text access to science research, popular science, and science news articles. Among the subjects covered are: astronomy, atmospheric science, biology, botany, chemistry, conservation, earth science, environment, food, genetics, health, mathematics, medicine, microbiology, nutrition, oceanography, physics, physiology, zoology. Indexing coverage is from 1984 to present, abstracting coverage is from 1984 to present, and select full-text coverage is from 1994 to present.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://research.ebsco.com/c/p7moej/search/advanced/filters?db=gft,
7231072,GeoRef,Environmental Studies;Geological Sciences,"&lt;img alt=&quot;Covered in OneSearch&quot; src=&quot;https://libapps.s3.amazonaws.com/accounts/7085/images/SmallOneSearchO.png&quot; title=&quot;Covered in OneSearch&quot; /&gt; Available via Elsevier/Engineering Village. Produced by the American Geological Institute, GeoRef is a comprehensive geoscience database containing over 3.2 million bibliographic records from more than 3,500 journals and other sources including: books, maps, government reports, conference papers, and theses and dissertations. Among the subjects covered in GeoRef are: environmental and engineering geology, hydrology, economic geology, geophysics, petrology, paleontology, marine geology and oceanography, and mineralogy. Coverage for the geology of North America is from 1669 to the present, and coverage dates back to 1933 for the rest of the world.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.engineeringvillage.com/search/quick.url?database=2097152,
7231073,International Debt Statistics,,"Provides statistics on the external debt of developing countries on a loan-by-loan basis, with reported or estimated data on the total external debt of all low-and middle-income countries. Data are shown for 134 individual countries that report to the World Bank's Debtor reporting System (DRS). Data run from 1970 to 2016, where available. Also gives summary data for regions and income groups and country-by-country comparisons.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://openknowledge.worldbank.org/handle/10986/2136,
7231074,Global Road Warrior,Business;Management;Marketing;International Business,"Provides information on over 170 countries: data on the local economy, money, customs, climate, business etiquette, and internal travel information. It also provides maps, images, and practical information about telecommunications and Internet connectivity. There is also information on existing security and health concerns in each country.", DESCRIPTION A PLACEHOLDER, DESCRIPTION B PLACEHOLDER,https://www.globalroadwarrior.com/?c=m3hkSA4Vf8,
